# ID  name  B  Berr  V  Verr  R  Rerr  I  Ierr  psfMag_u  psfMagErr_u  psfMag_g  psfMagErr_g  psfMag_r  psfMagErr_r  psfMag_i  psfMagErr_i  psfMag_z  psfMagErr_z  good_u  good_g  good_r  good_i  good_z
1-752-40-3-610-411  L107-S236  18.937  0  18.031  0  17.464  0  16.936  0  20.234  0.044  18.459  0.014  17.703  0.015  17.407  0.012  17.255  0.022  1  1  1  1  1
1-752-40-3-610-415  L107-S246  19.119  0  18.355  0  17.887  0  17.398  0  19.981  0.038  18.714  0.014  18.087  0.015  17.854  0.013  17.743  0.025  1  1  1  1  1
1-752-40-3-610-441  L107-S265  19.242  0  18.205  0  17.518  0  16.911  0  20.796  0.064  18.747  0.014  17.801  0.015  17.399  0.012  17.173  0.022  1  1  1  1  1
1-752-40-3-611-16  L107-S275  16.868  0  16.053  0  15.575  0  15.055  0  17.955  0.016  16.432  0.013  15.767  0.013  15.519  0.011  15.357  0.019  1  1  1  1  1
1-752-40-3-611-18  L107-S277  18.718  0  18.008  0  17.586  0  17.119  0  19.649  0.03  18.322  0.014  17.764  0.013  17.546  0.012  17.43  0.023  1  1  1  1  1
1-752-40-3-611-22  L107-S289  18.764  0  17.772  0  17.192  0  16.614  0  20.402  0.048  18.274  0.014  17.419  0.013  17.115  0.011  16.901  0.021  1  1  1  1  1
1-752-40-3-611-39  L107-S285  18.826  0  18.069  0  17.637  0  17.14  0  19.89  0.034  18.426  0.014  17.82  0.013  17.606  0.012  17.463  0.023  1  1  0  1  1
1-752-40-3-611-67  L107-S298  17.163  0  16.382  0  15.943  0  15.486  0  18.241  0.017  16.744  0.013  16.162  0.013  15.938  0.011  15.837  0.02  1  1  1  1  1
1-752-40-3-611-78  L107-S313  16.756  0  15.84  0  15.344  0  14.845  0  18.222  0.017  16.298  0.013  15.566  0.013  15.301  0.011  15.163  0.019  1  1  1  1  1
1-752-40-3-611-85  L107-S322  17.991  0  17.328  0  16.943  0  16.482  0  18.801  0.02  17.618  0.014  17.118  0.013  16.926  0.011  16.834  0.021  1  1  1  1  1
1-752-40-3-611-88  L107-S325  17.302  0  16.681  0  16.311  0  15.855  0  18.031  0.016  16.944  0.013  16.486  0.013  16.289  0.011  16.192  0.02  1  1  1  1  1
1-752-40-3-611-92  L107-S327  16.078  0  15.933  0  15.823  0  15.654  0  17.234  0.014  15.929  0.013  15.991  0.013  16.058  0.011  16.095  0.02  1  1  1  1  1
1-752-40-3-611-96  L107-S57  17.642  0  17.524  0  17.414  0  17.275  0  18.749  0.02  17.471  0.014  17.554  0.014  17.653  0.016  17.7  0.025  1  1  1  1  1
1-752-40-3-611-122  L107-S3  18.127  0  17.559  0  17.193  0  16.762  0  18.851  0.021  17.781  0.014  17.371  0.013  17.188  0.011  17.098  0.021  1  1  1  1  1
1-752-40-3-611-136  L107-S4  18.349  0  17.476  0  0  0  16.405  0  19.635  0.03  17.879  0.014  17.164  0.013  16.859  0.011  16.707  0.02  1  1  1  1  1
1-752-40-3-611-137  L107-S7  19.032  0  18.486  0  18.104  0  17.713  0  19.726  0.032  18.689  0.015  18.308  0.014  18.151  0.013  18.087  0.027  1  1  1  1  1
1-752-40-3-611-144  L107-S9  16.631  0  15.917  0  15.483  0  15.02  0  17.6  0.015  16.218  0.013  15.685  0.013  15.457  0.011  15.35  0.019  1  1  1  1  1
1-752-40-3-611-148  L107-S10  17.69  0  16.909  0  16.493  0  15.971  0  18.76  0.019  17.255  0.014  16.655  0.013  16.422  0.011  16.308  0.02  1  1  1  1  1
1-752-40-3-611-165  L107-S54  19.026  0  18.362  0  17.952  0  17.466  0  19.876  0.033  18.644  0.015  18.139  0.014  17.911  0.012  17.802  0.025  1  1  1  1  1
1-752-40-3-611-171  L107-S14  16.235  0  15.597  0  15.229  0  14.773  0  17.039  0.014  15.867  0.013  15.389  0.013  15.208  0.011  15.141  0.019  1  1  1  1  1
1-752-40-3-611-189  L107-S19  18.149  0  17.559  0  17.185  0  16.758  0  18.956  0.022  17.791  0.014  17.364  0.013  17.19  0.011  17.119  0.021  1  1  1  1  1
1-752-40-3-611-192  L107-S20  16.774  0  15.976  0  15.497  0  15.051  0  17.922  0.016  16.345  0.013  15.728  0.013  15.488  0.011  15.41  0.019  1  1  1  1  1
1-752-40-3-611-221  L107-S23  18.436  0  17.532  0  16.999  0  16.455  0  19.742  0.032  17.964  0.014  17.225  0.013  16.923  0.011  16.776  0.021  1  1  1  1  1
1-752-40-3-611-233  L107-S25  18.374  0  17.732  0  17.366  0  16.922  0  19.241  0.024  18.005  0.014  17.535  0.013  17.358  0.012  17.291  0.022  1  1  1  0  1
1-752-40-3-611-254  L107-S276  19.276  0  18.594  0  18.185  0  17.727  0  20.116  0.039  18.894  0.015  18.379  0.014  18.189  0.013  18.073  0.027  1  1  1  1  1
1-752-40-3-611-257  L107-S279  19.318  0  17.847  0  16.885  0  15.962  0  21.425  0.104  18.68  0.015  17.21  0.013  16.51  0.011  16.085  0.02  1  1  1  1  1
1-752-40-3-611-260  L107-S283  19.257  0  18.313  0  17.73  0  17.138  0  20.387  0.047  18.803  0.015  17.98  0.014  17.63  0.012  17.441  0.023  1  1  1  1  1
1-752-40-3-611-285  L107-S299  18.722  0  17.668  0  16.986  0  16.334  0  20.461  0.05  18.218  0.014  17.22  0.013  16.831  0.011  16.593  0.02  1  1  1  1  1
1-752-40-3-611-286  L107-S305  19.482  0  18.621  0  18.095  0  17.593  0  20.626  0.057  19.029  0.015  18.319  0.014  18.049  0.012  17.915  0.026  1  1  1  1  1
1-752-40-3-611-287  L107-S306  19.347  0  18.465  0  17.906  0  17.357  0  20.604  0.056  18.892  0.015  18.132  0.014  17.851  0.012  17.708  0.024  1  1  1  1  1
1-752-40-3-611-289  L107-S308  19.427  0  18.733  0  18.325  0  17.883  0  20.24  0.043  19.03  0.015  18.523  0.014  18.27  0.014  18.182  0.028  1  1  1  0  1
1-752-40-3-611-295  L107-S320  19.145  0  17.632  0  16.665  0  15.632  0  21.194  0.088  18.488  0.014  17.026  0.013  16.211  0.011  15.749  0.02  1  1  1  1  1
1-752-40-3-611-298  L107-S350  19.372  0  18.826  0  18.451  0  18.032  0  20.092  0.039  19.064  0.015  18.644  0.015  18.469  0.014  18.406  0.031  1  1  1  1  1
1-752-40-3-611-301  L107-S323  19.921  0  18.347  0  0  0  16.293  0  21.867  0.154  19.218  0.016  17.687  0.013  16.87  0.011  16.433  0.02  1  1  1  1  1
1-752-40-3-611-312  L107-S55  18.757  0  17.578  0  16.801  0  16.158  0  20.686  0.06  18.198  0.014  17.072  0.013  16.644  0.011  16.396  0.02  1  1  1  1  1
1-752-40-3-611-342  L107-S5  18.907  0  18.028  0  17.432  0  16.904  0  20.155  0.041  18.447  0.014  17.698  0.013  17.376  0.012  17.188  0.022  1  1  1  1  1
1-752-40-3-611-370  L107-S13  0  0  19.876  0  0  0  17.767  0  22.649  0.303  20.734  0.028  19.227  0.017  18.371  0.013  17.89  0.026  1  1  1  1  1
1-752-40-3-611-378  L107-S17  19.166  0  17.618  0  16.61  0  15.346  0  21.197  0.099  18.448  0.014  16.975  0.013  15.983  0.011  15.442  0.019  0  1  1  1  1
1-752-40-3-611-391  L107-S24  20.492  0  19.025  0  0  0  17.183  0  22.441  0.254  19.855  0.019  18.406  0.014  17.73  0.012  17.375  0.022  1  1  1  1  1
1-752-40-3-611-417  L107-S26  20.167  0  19.233  0  0  0  18.068  0  21.435  0.108  19.693  0.018  18.881  0.015  18.594  0.014  18.375  0.031  1  1  1  1  1
1-752-40-3-611-427  L107-S27  18.814  0  18.094  0  17.658  0  17.19  0  19.821  0.033  18.39  0.014  17.847  0.013  17.624  0.012  17.556  0.023  1  1  1  1  1
1-752-40-3-612-81  L107-636  15.584  0  14.872  0  14.402  0  13.924  0  16.564  0.015  15.218  0.014  14.659  0.015  14.435  0.012  14.341  0.015  1  1  1  1  1
1-752-40-3-612-131  L107-640  15.742  0  15.022  0  14.51  0  13.958  0  16.755  0.015  15.394  0.014  14.749  0.015  14.463  0.012  14.308  0.015  1  1  1  1  1
1-1336-40-5-60-190  Draco-31  16.486  0  15.578  0  0  0  0  0  17.997  0.029  15.999  0.016  15.279  9.171E-3  14.987  0.011  14.922  0.023  1  0  0  1  1
1-1336-40-5-60-190  DracoHoltz-31  16.503  0  15.589  0  0  0  0  0  17.997  0.029  15.999  0.016  15.279  9.171E-3  14.987  0.011  14.922  0.023  1  0  0  1  1
1-1336-40-5-60-191  DracoHoltz-34  17.882  0  16.922  0  0  0  0  0  19.395  0.036  17.361  0.016  16.55  9.434E-3  16.194  0.012  16.078  0.024  1  0  0  1  1
1-1336-40-5-60-191  Draco-34  17.863  0  16.913  0  0  0  0  0  19.395  0.036  17.361  0.016  16.55  9.434E-3  16.194  0.012  16.078  0.024  1  0  0  1  1
1-1336-40-5-60-192  DracoHoltz-35  20.372  0  18.914  0  0  0  0  0  22.162  0.208  19.677  0.115  18.258  0.016  17.442  0.012  17.051  0.025  1  0  0  1  1
1-1336-40-5-60-193  DracoHoltz-32  19.965  0  19.092  0  0  0  0  0  21.15  0.086  19.46  0.019  18.782  0.012  18.443  0.014  18.365  0.035  1  0  0  1  1
1-1336-40-5-60-193  Draco-32  19.944  0  19.084  0  0  0  0  0  21.15  0.086  19.46  0.019  18.782  0.012  18.443  0.014  18.365  0.035  1  0  0  1  1
1-1336-40-5-60-199  Draco-S215  22.472  0  21.851  0  0  0  0  0  22.859  0.323  22.194  0.099  21.634  0.077  21.323  0.092  21.117  0.29  1  0  0  1  1
1-1336-40-5-60-212  Draco-C1  0  0  16.347  0  0  0  15.237  0  18.902  0.032  16.788  0.016  15.99  9.25E-3  15.699  0.011  15.562  0.024  1  0  0  1  1
1-1336-40-5-60-212  DracoHoltz-C1  0  0  16.36  0  0  0  15.24  0  18.902  0.032  16.788  0.016  15.99  9.25E-3  15.699  0.011  15.562  0.024  1  0  0  1  1
1-1336-40-5-60-245  DracoHoltz-276  20.673  0  20.139  0  0  0  19.396  0  21.471  0.11  20.372  0.026  19.938  0.021  19.767  0.027  19.736  0.086  1  0  0  1  1
1-1336-40-5-60-245  Draco-276  20.654  0  20.133  0  19.807  0  19.392  0  21.471  0.11  20.372  0.026  19.938  0.021  19.767  0.027  19.736  0.086  1  0  0  1  1
1-1336-40-5-60-267  Draco-49  18.136  0  17.056  0  16.447  0  15.78  0  19.68  0.038  17.607  0.016  16.71  9.425E-3  16.284  0.012  16.095  0.024  1  0  0  1  1
1-1336-40-5-60-267  DracoHoltz-49  18.156  0  17.068  0  16.427  0  15.783  0  19.68  0.038  17.607  0.016  16.71  9.425E-3  16.284  0.012  16.095  0.024  1  0  0  1  1
1-1336-40-5-60-268  DracoHoltz-50  19.884  0  19.02  0  18.494  0  17.908  0  20.826  0.07  19.434  0.02  18.732  0.012  18.386  0.014  18.237  0.034  1  0  0  1  1
1-1336-40-5-60-268  Draco-50  19.864  0  19.01  0  18.527  0  17.918  0  20.826  0.07  19.434  0.02  18.732  0.012  18.386  0.014  18.237  0.034  1  0  0  1  1
1-1336-40-5-60-269  Draco-51  20.272  0  19.462  0  18.979  0  18.416  0  21.144  0.088  19.853  0.022  19.205  0.014  18.889  0.017  18.733  0.043  1  0  0  1  1
1-1336-40-5-60-269  DracoHoltz-51  20.292  0  19.47  0  18.941  0  18.401  0  21.144  0.088  19.853  0.022  19.205  0.014  18.889  0.017  18.733  0.043  1  0  0  1  1
1-1336-40-5-60-271  Draco-52  20.683  0  20.203  0  19.883  0  19.414  0  21.439  0.11  20.409  0.027  20.058  0.023  19.917  0.03  19.766  0.092  1  0  0  1  1
1-1336-40-5-60-273  DracoHoltz-beta  22.34  0  21.728  0  0  0  0  0  23.35  0.359  22.067  0.094  21.7  0.094  21.169  0.081  20.926  0.248  1  0  0  1  0
1-1336-40-5-60-292  DracoHoltz-E  18.004  0  16.951  0  16.273  0  15.696  0  19.851  0.041  17.489  0.016  16.526  9.365E-3  16.156  0.012  16.012  0.024  0  0  0  1  1
1-1336-40-5-60-292  Draco-E  17.984  0  16.938  0  16.304  0  15.693  0  19.851  0.041  17.489  0.016  16.526  9.365E-3  16.156  0.012  16.012  0.024  0  0  0  1  1
1-1336-40-5-60-293  Draco-55  20.173  0  19.444  0  18.972  0  18.454  0  21.092  0.078  19.773  0.021  19.224  0.014  18.914  0.017  18.856  0.046  1  0  0  1  1
1-1336-40-5-60-293  DracoHoltz-55  20.193  0  19.45  0  18.935  0  18.45  0  21.092  0.078  19.773  0.021  19.224  0.014  18.914  0.017  18.856  0.046  1  0  0  1  1
1-1336-40-5-60-294  Draco-S233  22.052  0  22.049  0  0  0  0  0  22.284  0.218  22.03  0.081  22.115  0.113  22.805  0.331  21.978  0.539  1  0  0  1  0
1-1336-40-5-60-589  Draco-465  22.304  0  20.793  0  0  0  0  0  23.222  0.399  21.678  0.062  20.181  0.024  19.054  0.018  18.628  0.04  0  0  0  1  1
1-1336-40-5-60-685  Draco-262  21.045  0  19.824  0  0  0  18.119  0  22.78  0.329  20.507  0.028  19.302  0.015  18.672  0.015  18.431  0.036  1  0  0  1  1
1-1336-40-5-60-685  DracoHoltz-262  21.062  0  19.844  0  0  0  18.115  0  22.78  0.329  20.507  0.028  19.302  0.015  18.672  0.015  18.431  0.036  1  0  0  1  1
1-1336-40-5-60-693  DracoHoltz-271  20.462  0  19.688  0  0  0  18.598  0  21.24  0.093  20  0.022  19.433  0.016  19.109  0.018  18.999  0.05  1  0  0  1  1
1-1336-40-5-60-695  DracoHoltz-270  20.709  0  20.192  0  0  0  0  0  21.667  0.13  20.386  0.026  20.024  0.022  19.807  0.027  19.853  0.096  1  0  0  1  1
1-1336-40-5-60-695  Draco-270  20.689  0  20.188  0  0  0  0  0  21.667  0.13  20.386  0.026  20.024  0.022  19.807  0.027  19.853  0.096  1  0  0  1  1
1-1336-40-5-60-697  DracoHoltz-263  20.474  0  19.701  0  0  0  18.63  0  21.342  0.101  20.021  0.022  19.42  0.015  19.124  0.018  18.992  0.05  1  0  0  1  1
1-1336-40-5-60-702  Draco-11  18.807  0  17.63  0  0  0  0  0  20.544  0.059  18.197  0.016  17.246  9.724E-3  16.791  0.012  16.592  0.024  1  0  0  1  1
1-1336-40-5-60-702  DracoHoltz-11  18.826  0  17.645  0  0  0  0  0  20.544  0.059  18.197  0.016  17.246  9.724E-3  16.791  0.012  16.592  0.024  1  0  0  1  1
1-1336-40-5-60-703  DracoHoltz-10  20.503  0  19.702  0  0  0  0  0  21.333  0.102  20.053  0.024  19.436  0.016  19.162  0.02  19.045  0.053  1  0  0  1  1
1-1336-40-5-60-703  Draco-10  20.483  0  19.694  0  0  0  0  0  21.333  0.102  20.053  0.024  19.436  0.016  19.162  0.02  19.045  0.053  1  0  0  1  1
1-1336-40-5-60-706  Draco-33  19.504  0  18.772  0  0  0  0  0  20.492  0.057  19.101  0.018  18.534  0.011  18.243  0.014  18.146  0.032  1  0  0  1  1
1-1336-40-5-60-706  DracoHoltz-33  19.524  0  18.78  0  0  0  0  0  20.492  0.057  19.101  0.018  18.534  0.011  18.243  0.014  18.146  0.032  1  0  0  1  1
1-1336-40-5-60-708  DracoHoltz-28  20.688  0  20.19  0  0  0  0  0  21.397  0.106  20.326  0.026  20.068  0.022  19.84  0.028  19.853  0.098  1  0  0  1  1
1-1336-40-5-60-733  DracoHoltz-38  19.587  0  18.702  0  18.152  0  17.542  0  20.615  0.058  19.121  0.021  18.418  0.013  18.046  0.015  17.93  0.03  1  0  0  1  1
1-1336-40-5-60-733  Draco-38  19.566  0  18.692  0  18.193  0  17.545  0  20.615  0.058  19.121  0.021  18.418  0.013  18.046  0.015  17.93  0.03  1  0  0  1  1
1-1336-40-5-60-743  Draco-24  18.45  0  17.163  0  16.492  0  15.7  0  20.325  0.052  17.806  0.016  16.757  9.441E-3  16.243  0.012  16.033  0.024  1  0  0  1  1
1-1336-40-5-60-743  DracoHoltz-24  18.472  0  17.18  0  16.448  0  15.703  0  20.325  0.052  17.806  0.016  16.757  9.441E-3  16.243  0.012  16.033  0.024  1  0  0  1  1
1-1336-40-5-60-756  Draco-15  19.278  0  17.93  0  0  0  16.059  0  21.432  0.11  18.67  0.017  17.344  9.733E-3  16.631  0.012  16.279  0.024  1  0  0  1  1
1-1336-40-5-60-756  DracoHoltz-15  19.299  0  17.949  0  0  0  16.062  0  21.432  0.11  18.67  0.017  17.344  9.733E-3  16.631  0.012  16.279  0.024  1  0  0  1  1
1-1336-40-5-60-757  Draco-17  21.323  0  19.812  0  18.886  0  17.695  0  22.589  0.291  20.6  0.031  19.177  0.016  18.353  0.017  17.898  0.03  1  0  0  1  1
1-1336-40-5-60-766  Draco-273  19.331  0  18.34  0  0  0  17.106  0  20.794  0.068  18.822  0.017  18.022  0.01  17.606  0.012  17.464  0.027  1  0  0  1  1
1-1336-40-5-60-766  DracoHoltz-273  19.351  0  18.351  0  0  0  17.1  0  20.794  0.068  18.822  0.017  18.022  0.01  17.606  0.012  17.464  0.027  1  0  0  1  1
1-1336-40-5-60-768  DracoHoltz-39  20.812  0  20.294  0  0  0  0  0  21.676  0.131  20.487  0.027  20.147  0.023  19.98  0.031  19.887  0.099  1  0  0  1  1
1-1336-40-5-60-772  DracoHoltz-45  18.837  0  17.729  0  17.062  0  16.406  0  20.367  0.053  18.256  0.016  17.325  9.721E-3  16.908  0.012  16.737  0.025  1  0  0  1  1
1-1336-40-5-60-772  Draco-45  18.817  0  17.716  0  0  0  16.406  0  20.367  0.053  18.256  0.016  17.325  9.721E-3  16.908  0.012  16.737  0.025  1  0  0  1  1
1-1336-40-5-60-776  Draco-23  20.728  0  19.993  0  0  0  18.971  0  21.363  0.1  20.341  0.024  19.784  0.019  19.437  0.022  19.439  0.07  1  0  0  1  1
1-1336-40-5-60-776  DracoHoltz-23  20.747  0  20  0  0  0  18.966  0  21.363  0.1  20.341  0.024  19.784  0.019  19.437  0.022  19.439  0.07  1  0  0  1  1
1-1336-40-5-60-783  DracoHoltz-22  19.245  0  18.2  0  17.59  0  16.953  0  20.646  0.062  18.689  0.017  17.849  0.01  17.445  0.012  17.275  0.026  1  0  0  1  1
1-1336-40-5-60-783  Draco-22  19.225  0  18.189  0  17.633  0  16.956  0  20.646  0.062  18.689  0.017  17.849  0.01  17.445  0.012  17.275  0.026  1  0  0  1  1
1-1336-40-5-60-786  Draco-275  20.777  0  20.274  0  0  0  0  0  21.452  0.11  20.447  0.027  20.08  0.023  19.97  0.031  19.894  0.099  1  0  0  1  1
1-1336-40-5-60-806  Draco-18  21.58  0  20.118  0  0  0  17.746  0  22.722  0.317  20.85  0.032  19.511  0.016  18.413  0.014  17.76  0.031  0  0  0  1  0
1-1336-40-5-60-806  DracoHoltz-18  21.599  0  20.141  0  0  0  17.739  0  22.722  0.317  20.85  0.032  19.511  0.016  18.413  0.014  17.76  0.031  0  0  0  1  0
1-1336-40-5-60-807  DracoHoltz-P  20.26  0  19.679  0  19.296  0  18.795  0  20.901  0.074  19.919  0.022  19.499  0.016  19.305  0.02  19.242  0.071  1  0  0  1  0
1-1336-40-5-60-813  DracoHoltz-478  20.764  0  19.998  0  0  0  19.026  0  21.587  0.12  20.354  0.025  19.702  0.018  19.428  0.022  19.424  0.067  1  0  0  1  1
1-1336-40-5-60-814  Draco-479  21.622  0  20.799  0  0  0  0  0  22.308  0.211  21.222  0.043  20.501  0.031  20.158  0.035  20.151  0.121  0  0  0  1  1
1-1336-40-5-60-816  DracoHoltz-46  20.608  0  20.199  0  0  0  19.527  0  21.407  0.107  20.353  0.026  20.096  0.023  19.938  0.03  19.978  0.108  1  0  0  1  1
1-1336-40-5-60-825  DracoHoltz-44  20.804  0  20.039  0  0  0  19.014  0  21.611  0.125  20.386  0.026  19.759  0.018  19.494  0.022  19.51  0.073  1  0  0  1  1
1-1336-40-5-60-825  Draco-44  20.784  0  20.031  0  0  0  19.014  0  21.611  0.125  20.386  0.026  19.759  0.018  19.494  0.022  19.51  0.073  1  0  0  1  1
1-1336-40-5-60-826  Draco-41  19.362  0  18.386  0  17.834  0  17.21  0  20.633  0.059  18.864  0.017  18.04  0.01  17.67  0.013  17.509  0.027  1  0  0  1  1
1-1336-40-5-60-826  DracoHoltz-41  19.382  0  18.399  0  17.811  0  17.205  0  20.633  0.059  18.864  0.017  18.04  0.01  17.67  0.013  17.509  0.027  1  0  0  1  1
1-1336-40-5-60-831  DracoHoltz-234  20.791  0  20.006  0  19.511  0  18.922  0  22.119  0.192  20.378  0.027  19.73  0.018  19.457  0.022  19.365  0.067  1  0  0  1  1
1-1336-40-5-60-831  Draco-234  20.77  0  19.997  0  19.547  0  18.942  0  22.119  0.192  20.378  0.027  19.73  0.018  19.457  0.022  19.365  0.067  1  0  0  1  1
1-1336-40-5-60-832  Draco-235  20.988  0  20.281  0  19.844  0  19.272  0  21.838  0.145  20.656  0.031  20.061  0.022  19.821  0.028  19.763  0.092  1  0  0  1  1
1-1336-40-5-60-832  DracoHoltz-235  21.01  0  20.286  0  19.804  0  19.268  0  21.838  0.145  20.656  0.031  20.061  0.022  19.821  0.028  19.763  0.092  1  0  0  1  1
1-1336-40-5-60-840  DracoHoltz-232  20.531  0  19.734  0  19.235  0  18.675  0  21.521  0.118  20.106  0.023  19.499  0.016  19.176  0.019  19.017  0.052  1  0  0  1  1
1-1336-40-5-60-840  Draco-232  20.511  0  19.726  0  19.271  0  18.69  0  21.521  0.118  20.106  0.023  19.499  0.016  19.176  0.019  19.017  0.052  1  0  0  1  1
1-1336-40-5-60-850  Draco-O  20.012  0  19.153  0  18.661  0  18.032  0  21.126  0.087  19.574  0.02  18.857  0.012  18.539  0.015  18.395  0.036  1  0  0  1  1
1-1336-40-5-60-850  DracoHoltz-O  20.034  0  19.163  0  18.62  0  18.031  0  21.126  0.087  19.574  0.02  18.857  0.012  18.539  0.015  18.395  0.036  1  0  0  1  1
1-1336-40-5-60-857  DracoHoltz-285  21.552  0  20.425  0  19.636  0  18.965  0  23.681  0.658  21.113  0.039  19.939  0.028  19.457  0.022  19.276  0.061  1  0  0  1  1
1-1336-40-5-60-857  Draco-285  21.533  0  20.411  0  19.655  0  18.969  0  23.681  0.658  21.113  0.039  19.939  0.028  19.457  0.022  19.276  0.061  1  0  0  1  1
1-1336-40-5-60-868  DracoHoltz-R  20.663  0  20.161  0  0  0  0  0  21.318  0.1  20.358  0.026  19.998  0.021  19.813  0.028  19.824  0.096  1  0  0  1  1
1-1336-40-5-60-873  DracoHoltz-43  20.649  0  20.177  0  19.831  0  19.455  0  21.317  0.099  20.386  0.026  20.044  0.022  19.877  0.029  19.977  0.106  1  0  0  1  1
1-1336-40-5-60-873  Draco-43  20.632  0  20.173  0  19.88  0  19.457  0  21.317  0.099  20.386  0.026  20.044  0.022  19.877  0.029  19.977  0.106  1  0  0  1  1
1-1336-40-5-60-874  DracoHoltz-42  21.472  0  20.616  0  0  0  0  0  22.212  0.203  21.038  0.038  20.338  0.027  20.091  0.034  19.864  0.098  1  0  0  1  1
1-1336-40-5-60-887  Draco-223  0  0  19.365  0  18.881  0  18.286  0  21.084  0.103  19.745  0.021  19.087  0.013  18.777  0.016  18.559  0.039  0  0  0  1  1
1-1336-40-5-60-887  DracoHoltz-223  0  0  0  0  18.85  0  18.281  0  21.084  0.103  19.745  0.021  19.087  0.013  18.777  0.016  18.559  0.039  0  0  0  1  1
1-1336-40-5-60-899  DracoHoltz-Q  20.434  0  19.656  0  19.157  0  18.605  0  21.258  0.096  20.029  0.022  19.402  0.015  19.093  0.018  18.915  0.048  1  0  0  1  1
1-1336-40-5-60-899  Draco-Q  20.414  0  19.647  0  19.194  0  18.613  0  21.258  0.096  20.029  0.022  19.402  0.015  19.093  0.018  18.915  0.048  1  0  0  1  1
1-1336-40-5-60-900  Draco-486  20.961  0  20.233  0  0  0  19.251  0  21.945  0.16  20.63  0.029  19.962  0.021  19.666  0.025  19.549  0.073  1  0  0  1  1
1-1336-40-5-60-900  DracoHoltz-486  20.972  0  20.238  0  19.728  0  19.24  0  21.945  0.16  20.63  0.029  19.962  0.021  19.666  0.025  19.549  0.073  1  0  0  1  1
1-1336-40-5-60-901  DracoHoltz-65  20.715  0  20.212  0  19.854  0  19.491  0  21.648  0.127  20.447  0.026  20.059  0.022  19.84  0.028  19.915  0.101  1  0  0  1  1
1-1336-40-5-60-901  Draco-65  20.699  0  20.208  0  19.904  0  0  0  21.648  0.127  20.447  0.026  20.059  0.022  19.84  0.028  19.915  0.101  1  0  0  1  1
1-1336-40-5-60-910  Draco-286  18.951  0  17.803  0  17.155  0  16.469  0  20.699  0.063  18.388  0.017  17.398  9.735E-3  16.966  0.012  16.805  0.025  1  0  0  1  1
1-1336-40-5-60-910  DracoHoltz-286  18.969  0  17.811  0  17.136  0  16.471  0  20.699  0.063  18.388  0.017  17.398  9.735E-3  16.966  0.012  16.805  0.025  1  0  0  1  1
1-1336-40-5-60-915  DracoHoltz-231  21.275  0  19.764  0  18.661  0  17.35  0  23.334  1.381  20.586  0.029  19.178  0.014  18.024  0.013  17.44  0.027  0  0  0  1  1
1-1336-40-5-60-915  Draco-231  21.257  0  19.744  0  18.709  0  17.348  0  23.334  1.381  20.586  0.029  19.178  0.014  18.024  0.013  17.44  0.027  0  0  0  1  1
1-1336-40-5-60-916  Draco-228  20.706  0  19.889  0  19.418  0  0  0  21.694  0.135  20.281  0.025  19.624  0.017  19.311  0.02  19.266  0.062  1  0  0  1  1
1-1336-40-5-60-916  DracoHoltz-228  20.726  0  19.897  0  19.38  0  18.832  0  21.694  0.135  20.281  0.025  19.624  0.017  19.311  0.02  19.266  0.062  1  0  0  1  1
